,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
37,[0],10,5,1,100,80,255,7,2,0.95,27.325,519.7,[0],[0],[0],[0],[0],[0],[0],[0]
38,[0],10,5,1,100,80,255,7,3,0.3,27.625,547.325,[0],[0],[0],[0],[0],[0],[0],[0]
39,[0],10,5,1,100,80,255,7,4,0.75,28.375,575.7,[0],[0],[0],[0],[0],[0],[0],[0]
40,[0],10,5,1,100,80,255,8,0,0.6625,29.0375,604.7375,[0],[0],[0],[0],[0],[0],[0],[0]
41,[0],10,5,1,100,80,255,8,1,0.7375,29.775,634.5125,[0],[0],[0],[0],[0],[0],[0],[0]
42,[0],10,5,1,100,80,255,8,2,1.0125,30.7875,665.3,[0],[0],[0],[0],[0],[0],[0],[0]
43,[0],10,5,1,100,80,255,8,3,0.5375,31.325,696.625,[0],[0],[0],[0],[0],[0],[0],[0]
44,[0],10,5,1,100,80,255,8,4,0.0625,31.3875,728.0125,[0],[0],[0],[0],[0],[0],[0],[0]
45,[0],10,5,1,100,80,255,9,0,1.0625,32.45,760.4625,[0],[0],[0],[0],[0],[0],[0],[0]
46,[0],10,5,1,100,80,255,9,1,0.0375,32.4875,792.95,[0],[0],[0],[0],[0],[0],[0],[0]
47,[0],10,5,1,100,80,255,9,2,1.0,33.4875,826.4375,[0],[0],[0],[0],[0],[0],[0],[0]
48,[0],10,5,1,100,80,255,9,3,1.025,34.5125,860.95,[0],[0],[0],[0],[0],[0],[0],[0]
49,[0],10,5,1,100,80,255,9,4,0.4875,35.0,895.95,[0],[0],[0],[0],[0],[0],[0],[0]
