,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
13,[0],10,5,1,100,80,355,2,3,0.7375,11.025,89.0125,[0],[0],[0],[0],[0],[0],[0],[0]
14,[0],10,5,1,100,80,355,2,4,0.325,11.35,100.3625,[0],[0],[0],[0],[0],[0],[0],[0]
15,[0],10,5,1,100,80,355,3,0,0.5375,11.8875,112.25,[0],[0],[0],[0],[0],[0],[0],[0]
16,[0],10,5,1,100,80,355,3,1,0.7,12.5875,124.8375,[0],[0],[0],[0],[0],[0],[0],[0]
17,[0],10,5,1,100,80,355,3,2,0.5,13.0875,137.925,[0],[0],[0],[0],[0],[0],[0],[0]
18,[0],10,5,1,100,80,355,3,3,0.7625,13.85,151.775,[0],[0],[0],[0],[0],[0],[0],[0]
19,[0],10,5,1,100,80,355,3,4,0.975,14.825,166.6,[0],[0],[0],[0],[0],[0],[0],[0]
20,[0],10,5,1,100,80,355,4,0,0.35,15.175,181.775,[0],[0],[0],[0],[0],[0],[0],[0]
21,[0],10,5,1,100,80,355,4,1,0.5,15.675,197.45,[0],[0],[0],[0],[0],[0],[0],[0]
22,[0],10,5,1,100,80,355,4,2,0.375,16.05,213.5,[0],[0],[0],[0],[0],[0],[0],[0]
23,[0],10,5,1,100,80,355,4,3,0.025,16.075,229.575,[0],[0],[0],[0],[0],[0],[0],[0]
24,[0],10,5,1,100,80,355,4,4,0.6625,16.7375,246.3125,[0],[0],[0],[0],[0],[0],[0],[0]
25,[0],10,5,1,100,80,355,5,0,0.25,16.9875,263.3,[0],[0],[0],[0],[0],[0],[0],[0]
26,[0],10,5,1,100,80,355,5,1,0.4625,17.45,280.75,[0],[0],[0],[0],[0],[0],[0],[0]
27,[0],10,5,1,100,80,355,5,2,0.6,18.05,298.8,[0],[0],[0],[0],[0],[0],[0],[0]
28,[0],10,5,1,100,80,355,5,3,0.95,19.0,317.8,[0],[0],[0],[0],[0],[0],[0],[0]
29,[0],10,5,1,100,80,355,5,4,0.125,19.125,336.925,[0],[0],[0],[0],[0],[0],[0],[0]
30,[0],10,5,1,100,80,355,6,0,1.2375,20.3625,357.2875,[0],[0],[0],[0],[0],[0],[0],[0]
31,[0],10,5,1,100,80,355,6,1,0.25,20.6125,377.9,[0],[0],[0],[0],[0],[0],[0],[0]
32,[0],10,5,1,100,80,355,6,2,0.1625,20.775,398.675,[0],[0],[0],[0],[0],[0],[0],[0]
33,[0],10,5,1,100,80,355,6,3,0.6375,21.4125,420.0875,[0],[0],[0],[0],[0],[0],[0],[0]
34,[0],10,5,1,100,80,355,6,4,0.375,21.7875,441.875,[0],[0],[0],[0],[0],[0],[0],[0]
35,[0],10,5,1,100,80,355,7,0,0.4875,22.275,464.15,[0],[0],[0],[0],[0],[0],[0],[0]
36,[0],10,5,1,100,80,355,7,1,0.95,23.225,487.375,[0],[0],[0],[0],[0],[0],[0],[0]
37,[0],10,5,1,100,80,355,7,2,0.675,23.9,511.275,[0],[0],[0],[0],[0],[0],[0],[0]
38,[0],10,5,1,100,80,355,7,3,1.2125,25.1125,536.3875,[0],[0],[0],[0],[0],[0],[0],[0]
39,[0],10,5,1,100,80,355,7,4,0.7875,25.9,562.2875,[0],[0],[0],[0],[0],[0],[0],[0]
40,[0],10,5,1,100,80,355,8,0,0.1375,26.0375,588.325,[0],[0],[0],[0],[0],[0],[0],[0]
41,[0],10,5,1,100,80,355,8,1,0.825,26.8625,615.1875,[0],[0],[0],[0],[0],[0],[0],[0]
42,[0],10,5,1,100,80,355,8,2,0.9625,27.825,643.0125,[0],[0],[0],[0],[0],[0],[0],[0]
43,[0],10,5,1,100,80,355,8,3,0.6875,28.5125,671.525,[0],[0],[0],[0],[0],[0],[0],[0]
44,[0],10,5,1,100,80,355,8,4,0.225,28.7375,700.2625,[0],[0],[0],[0],[0],[0],[0],[0]
45,[0],10,5,1,100,80,355,9,0,0.375,29.1125,729.375,[0],[0],[0],[0],[0],[0],[0],[0]
46,[0],10,5,1,100,80,355,9,1,1.225,30.3375,759.7125,[0],[0],[0],[0],[0],[0],[0],[0]
47,[0],10,5,1,100,80,355,9,2,0.1875,30.525,790.2375,[0],[0],[0],[0],[0],[0],[0],[0]
48,[0],10,5,1,100,80,355,9,3,0.75,31.275,821.5125,[0],[0],[0],[0],[0],[0],[0],[0]
49,[0],10,5,1,100,80,355,9,4,0.5875,31.8625,853.375,[0],[0],[0],[0],[0],[0],[0],[0]
