,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
17,[0],10,5,1,100,80,355,3,2,1.1625,12.25,112.025,[0],[0],[0],[0],[0],[0],[0],[0]
18,[0],10,5,1,100,80,355,3,3,0.75,13.0,125.025,[0],[0],[0],[0],[0],[0],[0],[0]
19,[0],10,5,1,100,80,355,3,4,0.8125,13.8125,138.8375,[0],[0],[0],[0],[0],[0],[0],[0]
20,[0],10,5,1,100,80,355,4,0,0.4,14.2125,153.05,[0],[0],[0],[0],[0],[0],[0],[0]
21,[0],10,5,1,100,80,355,4,1,1.075,15.2875,168.3375,[0],[0],[0],[0],[0],[0],[0],[0]
22,[0],10,5,1,100,80,355,4,2,1.175,16.4625,184.8,[0],[0],[0],[0],[0],[0],[0],[0]
23,[0],10,5,1,100,80,355,4,3,0.5625,17.025,201.825,[0],[0],[0],[0],[0],[0],[0],[0]
24,[0],10,5,1,100,80,355,4,4,1.05,18.075,219.9,[0],[0],[0],[0],[0],[0],[0],[0]
25,[0],10,5,1,100,80,355,5,0,0.0375,18.1125,238.0125,[0],[0],[0],[0],[0],[0],[0],[0]
26,[0],10,5,1,100,80,355,5,1,0.0625,18.175,256.1875,[0],[0],[0],[0],[0],[0],[0],[0]
27,[0],10,5,1,100,80,355,5,2,0.05,18.225,274.4125,[0],[0],[0],[0],[0],[0],[0],[0]
28,[0],10,5,1,100,80,355,5,3,0.525,18.75,293.1625,[0],[0],[0],[0],[0],[0],[0],[0]
29,[0],10,5,1,100,80,355,5,4,0.3875,19.1375,312.3,[0],[0],[0],[0],[0],[0],[0],[0]
30,[0],10,5,1,100,80,355,6,0,0.5875,19.725,332.025,[0],[0],[0],[0],[0],[0],[0],[0]
31,[0],10,5,1,100,80,355,6,1,0.4375,20.1625,352.1875,[0],[0],[0],[0],[0],[0],[0],[0]
32,[0],10,5,1,100,80,355,6,2,0.8875,21.05,373.2375,[0],[0],[0],[0],[0],[0],[0],[0]
33,[0],10,5,1,100,80,355,6,3,0.1875,21.2375,394.475,[0],[0],[0],[0],[0],[0],[0],[0]
34,[0],10,5,1,100,80,355,6,4,1.125,22.3625,416.8375,[0],[0],[0],[0],[0],[0],[0],[0]
35,[0],10,5,1,100,80,355,7,0,0.8875,23.25,440.0875,[0],[0],[0],[0],[0],[0],[0],[0]
36,[0],10,5,1,100,80,355,7,1,0.95,24.2,464.2875,[0],[0],[0],[0],[0],[0],[0],[0]
37,[0],10,5,1,100,80,355,7,2,1.1875,25.3875,489.675,[0],[0],[0],[0],[0],[0],[0],[0]
38,[0],10,5,1,100,80,355,7,3,0.8875,26.275,515.95,[0],[0],[0],[0],[0],[0],[0],[0]
39,[0],10,5,1,100,80,355,7,4,0.3125,26.5875,542.5375,[0],[0],[0],[0],[0],[0],[0],[0]
40,[0],10,5,1,100,80,355,8,0,1.1625,27.75,570.2875,[0],[0],[0],[0],[0],[0],[0],[0]
41,[0],10,5,1,100,80,355,8,1,0.325,28.075,598.3625,[0],[0],[0],[0],[0],[0],[0],[0]
42,[0],10,5,1,100,80,355,8,2,1.0625,29.1375,627.5,[0],[0],[0],[0],[0],[0],[0],[0]
43,[0],10,5,1,100,80,355,8,3,0.1875,29.325,656.825,[0],[0],[0],[0],[0],[0],[0],[0]
44,[0],10,5,1,100,80,355,8,4,0.5625,29.8875,686.7125,[0],[0],[0],[0],[0],[0],[0],[0]
45,[0],10,5,1,100,80,355,9,0,0.5625,30.45,717.1625,[0],[0],[0],[0],[0],[0],[0],[0]
46,[0],10,5,1,100,80,355,9,1,0.3875,30.8375,748.0,[0],[0],[0],[0],[0],[0],[0],[0]
47,[0],10,5,1,100,80,355,9,2,0.7,31.5375,779.5375,[0],[0],[0],[0],[0],[0],[0],[0]
48,[0],10,5,1,100,80,355,9,3,0.625,32.1625,811.7,[0],[0],[0],[0],[0],[0],[0],[0]
49,[0],10,5,1,100,80,355,9,4,0.6125,32.775,844.475,[0],[0],[0],[0],[0],[0],[0],[0]
