,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
14,[0],10,5,1,100,80,255,2,4,0.8625,11.6625,92.225,[0],[0],[0],[0],[0],[0],[0],[0]
15,[0],10,5,1,100,80,255,3,0,0.125,11.7875,104.0125,[0],[0],[0],[0],[0],[0],[0],[0]
16,[0],10,5,1,100,80,255,3,1,0.625,12.4125,116.425,[0],[0],[0],[0],[0],[0],[0],[0]
17,[0],10,5,1,100,80,255,3,2,0.8625,13.275,129.7,[0],[0],[0],[0],[0],[0],[0],[0]
18,[0],10,5,1,100,80,255,3,3,0.4375,13.7125,143.4125,[0],[0],[0],[0],[0],[0],[0],[0]
19,[0],10,5,1,100,80,255,3,4,0.075,13.7875,157.2,[0],[0],[0],[0],[0],[0],[0],[0]
20,[0],10,5,1,100,80,255,4,0,0.45,14.2375,171.4375,[0],[0],[0],[0],[0],[0],[0],[0]
21,[0],10,5,1,100,80,255,4,1,0.3125,14.55,185.9875,[0],[0],[0],[0],[0],[0],[0],[0]
22,[0],10,5,1,100,80,255,4,2,1.225,15.775,201.7625,[0],[0],[0],[0],[0],[0],[0],[0]
23,[0],10,5,1,100,80,255,4,3,1.075,16.85,218.6125,[0],[0],[0],[0],[0],[0],[0],[0]
24,[0],10,5,1,100,80,255,4,4,0.6375,17.4875,236.1,[0],[0],[0],[0],[0],[0],[0],[0]
25,[0],10,5,1,100,80,255,5,0,0.8625,18.35,254.45,[0],[0],[0],[0],[0],[0],[0],[0]
26,[0],10,5,1,100,80,255,5,1,0.625,18.975,273.425,[0],[0],[0],[0],[0],[0],[0],[0]
27,[0],10,5,1,100,80,255,5,2,0.6625,19.6375,293.0625,[0],[0],[0],[0],[0],[0],[0],[0]
28,[0],10,5,1,100,80,255,5,3,1.1875,20.825,313.8875,[0],[0],[0],[0],[0],[0],[0],[0]
29,[0],10,5,1,100,80,255,5,4,1.0625,21.8875,335.775,[0],[0],[0],[0],[0],[0],[0],[0]
30,[0],10,5,1,100,80,255,6,0,0.35,22.2375,358.0125,[0],[0],[0],[0],[0],[0],[0],[0]
31,[0],10,5,1,100,80,255,6,1,1.175,23.4125,381.425,[0],[0],[0],[0],[0],[0],[0],[0]
32,[0],10,5,1,100,80,255,6,2,0.4125,23.825,405.25,[0],[0],[0],[0],[0],[0],[0],[0]
33,[0],10,5,1,100,80,255,6,3,0.9625,24.7875,430.0375,[0],[0],[0],[0],[0],[0],[0],[0]
34,[0],10,5,1,100,80,255,6,4,0.3625,25.15,455.1875,[0],[0],[0],[0],[0],[0],[0],[0]
35,[0],10,5,1,100,80,255,7,0,0.825,25.975,481.1625,[0],[0],[0],[0],[0],[0],[0],[0]
36,[0],10,5,1,100,80,255,7,1,0.1,26.075,507.2375,[0],[0],[0],[0],[0],[0],[0],[0]
37,[0],10,5,1,100,80,255,7,2,0.15,26.225,533.4625,[0],[0],[0],[0],[0],[0],[0],[0]
38,[0],10,5,1,100,80,255,7,3,0.55,26.775,560.2375,[0],[0],[0],[0],[0],[0],[0],[0]
39,[0],10,5,1,100,80,255,7,4,0.9875,27.7625,588.0,[0],[0],[0],[0],[0],[0],[0],[0]
40,[0],10,5,1,100,80,255,8,0,0.925,28.6875,616.6875,[0],[0],[0],[0],[0],[0],[0],[0]
41,[0],10,5,1,100,80,255,8,1,0.5375,29.225,645.9125,[0],[0],[0],[0],[0],[0],[0],[0]
42,[0],10,5,1,100,80,255,8,2,1.0875,30.3125,676.225,[0],[0],[0],[0],[0],[0],[0],[0]
43,[0],10,5,1,100,80,255,8,3,0.35,30.6625,706.8875,[0],[0],[0],[0],[0],[0],[0],[0]
44,[0],10,5,1,100,80,255,8,4,1.2,31.8625,738.75,[0],[0],[0],[0],[0],[0],[0],[0]
45,[0],10,5,1,100,80,255,9,0,0.575,32.4375,771.1875,[0],[0],[0],[0],[0],[0],[0],[0]
46,[0],10,5,1,100,80,255,9,1,0.4,32.8375,804.025,[0],[0],[0],[0],[0],[0],[0],[0]
47,[0],10,5,1,100,80,255,9,2,0.7375,33.575,837.6,[0],[0],[0],[0],[0],[0],[0],[0]
48,[0],10,5,1,100,80,255,9,3,0.9375,34.5125,872.1125,[0],[0],[0],[0],[0],[0],[0],[0]
49,[0],10,5,1,100,80,255,9,4,1.1625,35.675,907.7875,[0],[0],[0],[0],[0],[0],[0],[0]
