,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
15,[0],10,5,1,100,80,355,3,0,0.7125,7.8375,60.95,[0],[0],[0],[0],[0],[0],[0],[0]
16,[0],10,5,1,100,80,355,3,1,0.1,7.9375,68.8875,[0],[0],[0],[0],[0],[0],[0],[0]
17,[0],10,5,1,100,80,355,3,2,0.975,8.9125,77.8,[0],[0],[0],[0],[0],[0],[0],[0]
18,[0],10,5,1,100,80,355,3,3,0.025,8.9375,86.7375,[0],[0],[0],[0],[0],[0],[0],[0]
19,[0],10,5,1,100,80,355,3,4,1.1375,10.075,96.8125,[0],[0],[0],[0],[0],[0],[0],[0]
20,[0],10,5,1,100,80,355,4,0,0.575,10.65,107.4625,[0],[0],[0],[0],[0],[0],[0],[0]
21,[0],10,5,1,100,80,355,4,1,0.3875,11.0375,118.5,[0],[0],[0],[0],[0],[0],[0],[0]
22,[0],10,5,1,100,80,355,4,2,0.5875,11.625,130.125,[0],[0],[0],[0],[0],[0],[0],[0]
23,[0],10,5,1,100,80,355,4,3,0.075,11.7,141.825,[0],[0],[0],[0],[0],[0],[0],[0]
24,[0],10,5,1,100,80,355,4,4,0.8375,12.5375,154.3625,[0],[0],[0],[0],[0],[0],[0],[0]
25,[0],10,5,1,100,80,355,5,0,0.3125,12.85,167.2125,[0],[0],[0],[0],[0],[0],[0],[0]
26,[0],10,5,1,100,80,355,5,1,0.5,13.35,180.5625,[0],[0],[0],[0],[0],[0],[0],[0]
27,[0],10,5,1,100,80,355,5,2,1.1875,14.5375,195.1,[0],[0],[0],[0],[0],[0],[0],[0]
28,[0],10,5,1,100,80,355,5,3,0.55,15.0875,210.1875,[0],[0],[0],[0],[0],[0],[0],[0]
29,[0],10,5,1,100,80,355,5,4,0.5875,15.675,225.8625,[0],[0],[0],[0],[0],[0],[0],[0]
30,[0],10,5,1,100,80,355,6,0,0.1875,15.8625,241.725,[0],[0],[0],[0],[0],[0],[0],[0]
31,[0],10,5,1,100,80,355,6,1,0.75,16.6125,258.3375,[0],[0],[0],[0],[0],[0],[0],[0]
32,[0],10,5,1,100,80,355,6,2,0.775,17.3875,275.725,[0],[0],[0],[0],[0],[0],[0],[0]
33,[0],10,5,1,100,80,355,6,3,0.8125,18.2,293.925,[0],[0],[0],[0],[0],[0],[0],[0]
34,[0],10,5,1,100,80,355,6,4,1.1125,19.3125,313.2375,[0],[0],[0],[0],[0],[0],[0],[0]
35,[0],10,5,1,100,80,355,7,0,0.4875,19.8,333.0375,[0],[0],[0],[0],[0],[0],[0],[0]
36,[0],10,5,1,100,80,355,7,1,0.925,20.725,353.7625,[0],[0],[0],[0],[0],[0],[0],[0]
37,[0],10,5,1,100,80,355,7,2,1.125,21.85,375.6125,[0],[0],[0],[0],[0],[0],[0],[0]
38,[0],10,5,1,100,80,355,7,3,1.1125,22.9625,398.575,[0],[0],[0],[0],[0],[0],[0],[0]
39,[0],10,5,1,100,80,355,7,4,1.0,23.9625,422.5375,[0],[0],[0],[0],[0],[0],[0],[0]
40,[0],10,5,1,100,80,355,8,0,0.675,24.6375,447.175,[0],[0],[0],[0],[0],[0],[0],[0]
41,[0],10,5,1,100,80,355,8,1,0.85,25.4875,472.6625,[0],[0],[0],[0],[0],[0],[0],[0]
42,[0],10,5,1,100,80,355,8,2,0.7125,26.2,498.8625,[0],[0],[0],[0],[0],[0],[0],[0]
43,[0],10,5,1,100,80,355,8,3,0.25,26.45,525.3125,[0],[0],[0],[0],[0],[0],[0],[0]
44,[0],10,5,1,100,80,355,8,4,0.25,26.7,552.0125,[0],[0],[0],[0],[0],[0],[0],[0]
45,[0],10,5,1,100,80,355,9,0,0.975,27.675,579.6875,[0],[0],[0],[0],[0],[0],[0],[0]
46,[0],10,5,1,100,80,355,9,1,0.5375,28.2125,607.9,[0],[0],[0],[0],[0],[0],[0],[0]
47,[0],10,5,1,100,80,355,9,2,0.3125,28.525,636.425,[0],[0],[0],[0],[0],[0],[0],[0]
48,[0],10,5,1,100,80,355,9,3,1.0,29.525,665.95,[0],[0],[0],[0],[0],[0],[0],[0]
49,[0],10,5,1,100,80,355,9,4,0.5,30.025,695.975,[0],[0],[0],[0],[0],[0],[0],[0]
